artist,lyrics_word_count,lyrics_word_count_excl_sw,food_words_count,food_words_perc_all_lyric_words,food_words_perc_lyric_words_excl_sw,song,release_date,release_year,release_month
granata,335,186,11,0.03283582089552239,0.05913978494623656,a little less shitty,2020-02-17,2020,2
granata,341,166,4,0.011730205278592375,0.024096385542168676,all goes awry,2020-02-17,2020,2
granata,377,192,4,0.010610079575596816,0.020833333333333332,beach day,2018-11-16,2018,11
granata,242,125,9,0.0371900826446281,0.072,bed and a desk,2020-06-15,2020,6
granata,266,159,4,0.015037593984962405,0.025157232704402517,bindle and a stick,2016-10-19,2016,10
granata,367,172,4,0.010899182561307902,0.023255813953488372,birthday blues,2017-05-22,2017,5
granata,368,179,8,0.021739130434782608,0.0446927374301676,cardboard boxes,2020-02-17,2020,2
granata,257,132,4,0.01556420233463035,0.030303030303030304,"cigarettes, cannoli, coffee, donuts",2018-11-16,2018,11
granata,367,198,10,0.027247956403269755,0.050505050505050504,eyes stay blue,2016-10-19,2016,10
granata,374,188,11,0.029411764705882353,0.05851063829787234,flamingos,0,0,0
granata,271,122,0,0.0,0.0,"girl, you're my garden",0,0,0
granata,373,184,3,0.00804289544235925,0.016304347826086956,got it good,2018-11-16,2018,11
granata,492,256,5,0.01016260162601626,0.01953125,great uncle,2016-10-19,2016,10
granata,306,168,9,0.029411764705882353,0.05357142857142857,happy hangover,2016-10-18,2016,10
granata,323,156,9,0.02786377708978328,0.057692307692307696,i'm afraid,2020-02-17,2020,2
granata,234,105,0,0.0,0.0,it's hard to say no (everywhere i go),2018-11-16,2018,11
granata,346,192,8,0.023121387283236993,0.041666666666666664,it's hard to say no (in new york city),2018-11-16,2018,11
granata,148,82,0,0.0,0.0,let's be lazy,2016-10-19,2016,10
granata,347,162,4,0.011527377521613832,0.024691358024691357,life is (not always like this),2018-11-16,2018,11
granata,437,242,26,0.059496567505720827,0.10743801652892562,lime and cilantro,2020-02-17,2020,2
granata,371,169,6,0.016172506738544475,0.03550295857988166,locked in love,2018-11-16,2018,11
granata,137,65,0,0.0,0.0,lost @ sea,2016-10-19,2016,10
granata,214,108,6,0.028037383177570093,0.05555555555555555,loyal to the leaves,2016-10-19,2016,10
granata,373,173,2,0.005361930294906166,0.011560693641618497,marina,0,0,0
granata,450,235,12,0.02666666666666667,0.05106382978723404,mute button,2016-10-19,2016,10
granata,372,201,9,0.024193548387096774,0.04477611940298507,once,0,0,0
granata,418,237,23,0.05502392344497608,0.0970464135021097,overalls,2018-11-16,2018,11
granata,43,28,0,0.0,0.0,palm trees,0,0,0
,311,169,0,0.0,0.0,palm trees,0,0,0
granata,427,226,12,0.02810304449648712,0.05309734513274336,remove my rust,2020-02-17,2020,2
granata,639,341,14,0.02190923317683881,0.04105571847507331,rest in pedals,0,0,0
granata,635,302,8,0.012598425196850394,0.026490066225165563,river of rain,0,0,0
granata,463,225,9,0.019438444924406047,0.04,rose went blue,2018-11-16,2018,11
granata,400,221,10,0.025,0.04524886877828054,sky of spontaneity,2016-10-19,2016,10
granata,499,266,3,0.006012024048096192,0.011278195488721804,spaced out,2012-11-26,2012,11
granata,171,93,4,0.023391812865497075,0.043010752688172046,step twelve,2016-10-19,2016,10
granata,420,199,23,0.05476190476190476,0.11557788944723618,stew chicken,2020-02-17,2020,2
granata,331,167,1,0.0030211480362537764,0.005988023952095809,surrounded by people,2020-02-17,2020,2
granata,475,221,4,0.008421052631578947,0.01809954751131222,the goons are gorgeous,2020-02-07,2020,2
granata,336,176,9,0.026785714285714284,0.05113636363636364,tripe soup,0,0,0
granata,340,174,13,0.03823529411764706,0.07471264367816093,up to no good,2020-11-17,2020,11
granata,466,265,8,0.017167381974248927,0.03018867924528302,where's my watch?,2016-10-19,2016,10
granata,622,285,6,0.00964630225080386,0.021052631578947368,you dont need me,2016-05-21,2016,5
